aberdonien		a.bɛʁ.dɔ.njɛ̃	aberdonien	ADJ	ADJ				0.05	0.05	0.05																									
aberdonienne			aberdonienne	ADJ	ADJ				0.05	0.05	0.05																									
aberdoniennes			aberdoniennes	ADJ	ADJ				0.05	0.05	0.05																									
aberdoniens			aberdoniens	ADJ	ADJ				0.05	0.05	0.05																									
aberrance		a.bɛ.ʁɑ̃s	aberrance	NOM	NOM	f			0.05	0.05	0.05																									
aberrances			aberrances	NOM	NOM	f			0.05	0.05	0.05																									
abessif		a.bɛ.sif	abessif	NOM	NOM				0.05	0.05	0.05																									
abessifs		a.bɛ.sif	abessifs	NOM	NOM	m			0.05	0.05	0.05																									
abessive			abessive	ADJ	ADJ				0.05	0.05	0.05																									
abessives			abessives	ADJ	ADJ				0.05	0.05	0.05																									
abêtissante			abêtissante	ADJ	ADJ				0.05	0.05	0.05																									
abêtissantes			abêtissantes	ADJ	ADJ				0.05	0.05	0.05																									
abêtissants			abêtissants	ADJ	ADJ				0.05	0.05	0.05																									
abêtissements		a.bɛ.tis.mɑ̃	abêtissements	NOM	NOM	m			0.05	0.05	0.05																									
abhinaya			abhinaya	NOM	NOM	m			0.05	0.05	0.05																									
abhorrable		a.bɔ.ʁabl	abhorrable	ADJ	ADJ				0.05	0.05	0.05																									
abhorrables		a.bɔ.ʁabl	abhorrables	ADJ	ADJ				0.05	0.05	0.05																									
abidjanais		a.bi.dʒa.nɛ	abidjanais	ADJ	ADJ				0.05	0.05	0.05																									
abidjanaise			abidjanaise	ADJ	ADJ				0.05	0.05	0.05																									
abidjanaises			abidjanaises	ADJ	ADJ				0.05	0.05	0.05																									
abiétacée		a.bje.ta.se	abiétacée	NOM	NOM	f			0.05	0.05	0.05																									
abiétacées		a.bje.ta.se	abiétacées	NOM	NOM	f			0.05	0.05	0.05																									
abiétaie		a.bje.tɛ	abiétaie	NOM	NOM	f			0.05	0.05	0.05																									
abiétaies			abiétaies	NOM	NOM				0.05	0.05	0.05																									
abiéticole		a.bje.ti.kɔl	abiéticole	ADJ	ADJ				0.05	0.05	0.05																									
abiéticoles			abiéticoles	ADJ	ADJ				0.05	0.05	0.05																									
abiétin		a.bje.tɛ̃	abiétin	ADJ	ADJ				0.05	0.05	0.05																									
abiétine		a.bje.tin	abiétine	ADJ	ADJ				0.05	0.05	0.05																									
abiétinée		a.bje.ti.ne	abiétinée	ADJ	ADJ				0.05	0.05	0.05																									
abiétinées		a.bje.ti.ne	abiétinées	ADJ	ADJ				0.05	0.05	0.05																									
abiétines			abiétines	ADJ	ADJ				0.05	0.05	0.05																									
abiétins			abiétins	ADJ	ADJ				0.05	0.05	0.05																									
abigeat		a.bi.ʒa	abigeat	NOM	NOM	m			0.05	0.05	0.05																									
abigeats			abigeats	NOM	NOM	m			0.05	0.05	0.05																									
abinomn			abinomn	NOM	NOM	m			0.05	0.05	0.05																									
abiogenèses		a.bjɔʒ.nɛz	abiogenèses	NOM	NOM	f			0.05	0.05	0.05																									
abiotiquement		a.bjɔ.tik.mɑ̃	abiotiquement	ADV	ADV				0.05	0.05	0.05																									
abiotiques			abiotiques	ADJ	ADJ				0.05	0.05	0.05																									
abitibien		a.bi.ti.bjɛ̃	abitibien	ADJ	ADJ				0.05	0.05	0.05																									
abitibienne			abitibienne	ADJ	ADJ				0.05	0.05	0.05																									
abitibiennes			abitibiennes	ADJ	ADJ				0.05	0.05	0.05																									
abitibiens			abitibiens	ADJ	ADJ				0.05	0.05	0.05																									
abjadique		ab.ʒa.dik	abjadique	ADJ	ADJ				0.05	0.05	0.05																									
abjadiques			abjadiques	ADJ	ADJ				0.05	0.05	0.05																									
abjurateur		ab.ʒy.ʁa.tœʁ	abjurateur	NOM	NOM				0.05	0.05	0.05																									
abjurateurs			abjurateurs	ADJ	ADJ				0.05	0.05	0.05																									
abjuratoire		ab.ʒy.ʁa.twaʁ	abjuratoire	ADJ	ADJ				0.05	0.05	0.05																									
abjuratoires			abjuratoires	ADJ	ADJ				0.05	0.05	0.05																									
abjuratrice			abjuratrice	ADJ	ADJ				0.05	0.05	0.05																									
abjuratrices			abjuratrices	ADJ	ADJ				0.05	0.05	0.05																									
abkhazes		ab.kaz	abkhazes	ADJ	ADJ				0.05	0.05	0.05																									
abkhazien		ab.ka.zjɛ̃	abkhazien	NOM	NOM				0.05	0.05	0.05																									
abkhazienne			abkhazienne	ADJ	ADJ				0.05	0.05	0.05																									
abkhaziennes			abkhaziennes	ADJ	ADJ				0.05	0.05	0.05																									
abkhaziens			abkhaziens	ADJ	ADJ				0.05	0.05	0.05																									
ablactation		a.blak.ta.sjɔ̃	ablactation	NOM	NOM	f			0.05	0.05	0.05																									
ablactations		a.blak.ta.sjɔ̃	ablactations	NOM	NOM	f			0.05	0.05	0.05																									
ablastine			ablastine	NOM	NOM	f			0.05	0.05	0.05																									
ablastines			ablastines	NOM	NOM	f			0.05	0.05	0.05																									
ablatable		a.bla.tabl	ablatable	ADJ	ADJ				0.05	0.05	0.05																									
ablatables			ablatables	ADJ	ADJ				0.05	0.05	0.05																									
ablatifs		a.bla.tif	ablatifs	ADJ	ADJ				0.05	0.05	0.05																									
ablatives			ablatives	ADJ	ADJ				0.05	0.05	0.05																									
ablégat			ablégat	NOM	NOM	m			0.05	0.05	0.05																									
ablégats			ablégats	NOM	NOM	m			0.05	0.05	0.05																									
abléphare			abléphare	NOM	NOM	m			0.05	0.05	0.05																									
abléphares			abléphares	NOM	NOM	m			0.05	0.05	0.05																									
ablépharie		a.ble.fa.ʁi	ablépharie	NOM	NOM	f			0.05	0.05	0.05																									
ableret		a.blə.ʁɛ	ableret	NOM	NOM	m			0.05	0.05	0.05																									
ablerets		a.blə.ʁɛ	ablerets	NOM	NOM	m			0.05	0.05	0.05																									
abliers			abliers	NOM	NOM	m			0.05	0.05	0.05																									
abnégations		ab.ne.ɡa.sjɔ̃	abnégations	NOM	NOM	f			0.05	0.05	0.05																									
aboiteau		a.bwa.to	aboiteau	NOM	NOM	m			0.05	0.05	0.05																									
abolissable		a.bɔ.li.sabl	abolissable	ADJ	ADJ				0.05	0.05	0.05																									
abolissables		a.bɔ.li.sabl	abolissables	ADJ	ADJ				0.05	0.05	0.05																									
abolissements		a.bɔ.lis.mɑ̃	abolissements	NOM	NOM	m			0.05	0.05	0.05																									
abolitif		a.bɔ.li.tif	abolitif	ADJ	ADJ				0.05	0.05	0.05																									
abolitifs			abolitifs	ADJ	ADJ				0.05	0.05	0.05																									
abolitioniste		a.bɔ.li.sjɔ.nist	abolitioniste	NOM	NOM				0.05	0.05	0.05																									
abolitionistes			abolitionistes	NOM	NOM				0.05	0.05	0.05																									
abolitionnisme		a.bɔ.li.sjɔ.nism	abolitionnisme	NOM	NOM	m			0.05	0.05	0.05																									
abolitionnismes		a.bɔ.li.sjɔ.nism	abolitionnismes	NOM	NOM	m			0.05	0.05	0.05																									
abolitions			abolitions	NOM	NOM	f			0.05	0.05	0.05																									
abolitive			abolitive	ADJ	ADJ				0.05	0.05	0.05																									
abolitives			abolitives	ADJ	ADJ				0.05	0.05	0.05																									
aboméen			aboméen	ADJ	ADJ				0.05	0.05	0.05																									
aboméenne			aboméenne	ADJ	ADJ				0.05	0.05	0.05																									
aboméennes			aboméennes	ADJ	ADJ				0.05	0.05	0.05																									
aboméens			aboméens	ADJ	ADJ				0.05	0.05	0.05																									
abomiffreuse		a.bɔ.mi.fʁøz	abomiffreuse	ADJ	ADJ				0.05	0.05	0.05																									
abomiffreuses			abomiffreuses	ADJ	ADJ				0.05	0.05	0.05																									
abomiffreux		a.bɔ.mi.fʁø	abomiffreux	ADJ	ADJ				0.05	0.05	0.05																									
abondantissime		a.bɔ̃.dɑ̃.ti.sim	abondantissime	ADJ	ADJ				0.05	0.05	0.05																									
abondantissimes			abondantissimes	ADJ	ADJ				0.05	0.05	0.05																									
abondements			abondements	NOM	NOM	m			0.05	0.05	0.05																									
abonnissement		a.bɔ.nis.mɑ̃	abonnissement	NOM	NOM	m			0.05	0.05	0.05																									
abonnissements			abonnissements	NOM	NOM	m			0.05	0.05	0.05																									
abordeurs		a.bɔʁ.dœʁ	abordeurs	ADJ	ADJ				0.05	0.05	0.05																									
abordeuse			abordeuse	ADJ	ADJ				0.05	0.05	0.05																									
abordeuses			abordeuses	ADJ	ADJ				0.05	0.05	0.05																									
abornements			abornements	NOM	NOM	m			0.05	0.05	0.05																									
aboteau		a.bɔ.to	aboteau	NOM	NOM	m			0.05	0.05	0.05																									
aboteaux			aboteaux	NOM	NOM	m			0.05	0.05	0.05																									
abouchement		a.buʃ.mɑ̃	abouchement	NOM	NOM	m			0.05	0.05	0.05																									
abouchements			abouchements	NOM	NOM	m			0.05	0.05	0.05																									
aboudabien		a.bu.da.bjɛ̃	aboudabien	ADJ	ADJ				0.05	0.05	0.05																									
aboudabienne		a.bu.da.bjɛn	aboudabienne	ADJ	ADJ				0.05	0.05	0.05																									
aboudabiennes			aboudabiennes	ADJ	ADJ				0.05	0.05	0.05																									
aboudabiens			aboudabiens	ADJ	ADJ				0.05	0.05	0.05																									
aboudhabien		a.bu.da.bjɛ̃	aboudhabien	ADJ	ADJ				0.05	0.05	0.05																									
aboudhabienne		a.bu.da.bjɛn	aboudhabienne	ADJ	ADJ				0.05	0.05	0.05																									
aboudhabiennes			aboudhabiennes	ADJ	ADJ				0.05	0.05	0.05																									
aboudhabiens			aboudhabiens	ADJ	ADJ				0.05	0.05	0.05																									
abougrie		a.bu.ɡʁi	abougrie	ADJ	ADJ				0.05	0.05	0.05																									
abougries			abougries	ADJ	ADJ				0.05	0.05	0.05																									
abougris			abougris	ADJ	ADJ				0.05	0.05	0.05																									
aboulies		a.bu.li	aboulies	NOM	NOM	m			0.05	0.05	0.05																									
aboutements			aboutements	NOM	NOM	m			0.05	0.05	0.05																									
aboyantes			aboyantes	ADJ	ADJ				0.05	0.05	0.05																									
aboyants			aboyants	ADJ	ADJ				0.05	0.05	0.05																									
aboyeuses			aboyeuses	ADJ	ADJ				0.05	0.05	0.05																									
abracadabrantesquement		a.bʁa.ka.da.bʁɑ̃.tɛs.kə.mɑ̃	abracadabrantesquement	ADV	ADV				0.05	0.05	0.05																									
abracadabrantesques		a.bʁa.ka.da.bʁɑ̃.tɛsk	abracadabrantesques	ADJ	ADJ				0.05	0.05	0.05																									
abracadabresque		a.bʁa.ka.da.bʁɛsk	abracadabresque	ADJ	ADJ				0.05	0.05	0.05																									
abracadabresques			abracadabresques	ADJ	ADJ				0.05	0.05	0.05																									
abrachiocéphale		a.bʁa.ʃjɔ.se.fal	abrachiocéphale	ADJ	ADJ				0.05	0.05	0.05																									
abrachiocéphales			abrachiocéphales	ADJ	ADJ				0.05	0.05	0.05																									
abrahamisme			abrahamisme	NOM	NOM	m			0.05	0.05	0.05																									
abrahamiste		a.bʁa.a.mist	abrahamiste	ADJ	ADJ				0.05	0.05	0.05																									
abrahamistes			abrahamistes	ADJ	ADJ				0.05	0.05	0.05																									
abrasimètre			abrasimètre	NOM	NOM	m			0.05	0.05	0.05																									
abrasimètres			abrasimètres	NOM	NOM	m			0.05	0.05	0.05																									
abrasin		a.bʁa.zɛ̃	abrasin	NOM	NOM	m			0.05	0.05	0.05																									
abrasins			abrasins	NOM	NOM	m			0.05	0.05	0.05																									
abrasivité			abrasivité	NOM	NOM	f			0.05	0.05	0.05																									
abrasivités			abrasivités	NOM	NOM	f			0.05	0.05	0.05																									
abréactif		a.bʁe.ak.tif	abréactif	ADJ	ADJ				0.05	0.05	0.05																									
abréactifs			abréactifs	ADJ	ADJ				0.05	0.05	0.05																									
abréactions			abréactions	NOM	NOM	f			0.05	0.05	0.05																									
abréactive			abréactive	ADJ	ADJ				0.05	0.05	0.05																									
abréactives			abréactives	ADJ	ADJ				0.05	0.05	0.05																									
abrègements			abrègements	NOM	NOM	m			0.05	0.05	0.05																									
abreuvages			abreuvages	NOM	NOM	m			0.05	0.05	0.05																									
abreuvement		a.bʁœv.mɑ̃	abreuvement	NOM	NOM	m			0.05	0.05	0.05																									
abreuvements			abreuvements	NOM	NOM	m			0.05	0.05	0.05																									
abréviateur		a.bʁe.vja.tœʁ	abréviateur	NOM	NOM	m			0.05	0.05	0.05																									
abréviateurs			abréviateurs	NOM	NOM	m			0.05	0.05	0.05																									
abréviatif		a.bʁe.vja.tif	abréviatif	ADJ	ADJ				0.05	0.05	0.05																									
abréviatifs			abréviatifs	ADJ	ADJ				0.05	0.05	0.05																									
abréviative			abréviative	ADJ	ADJ				0.05	0.05	0.05																									
abréviativement		a.bʁe.vja.tiv.mɑ̃	abréviativement	ADV	ADV				0.05	0.05	0.05																									
abréviatives			abréviatives	ADJ	ADJ				0.05	0.05	0.05																									
abricoté		a.bʁi.kɔ.te	abricoté	NOM	NOM				0.05	0.05	0.05																									
abricotée			abricotée	ADJ	ADJ				0.05	0.05	0.05																									
abricotées			abricotées	ADJ	ADJ				0.05	0.05	0.05																									
abricotine		a.bʁi.kɔ.tin	abricotine	NOM	NOM	f			0.05	0.05	0.05																									
abricotines			abricotines	NOM	NOM	f			0.05	0.05	0.05																									
abrivade		a.bʁi.vad	abrivade	NOM	NOM	f			0.05	0.05	0.05																									
abrivades			abrivades	NOM	NOM				0.05	0.05	0.05																									
abrivado		a.bʁi.va.do	abrivado	NOM	NOM	f			0.05	0.05	0.05																									
abrivados			abrivados	NOM	NOM				0.05	0.05	0.05																									
abrivents			abrivents	NOM	NOM	m			0.05	0.05	0.05																									
abrogateur		a.bʁɔ.ɡa.tœʁ	abrogateur	NOM	NOM				0.05	0.05	0.05																									
abrogateurs			abrogateurs	ADJ	ADJ				0.05	0.05	0.05																									
abrogatif		a.bʁɔ.ɡa.tif	abrogatif	ADJ	ADJ				0.05	0.05	0.05																									
abrogatifs			abrogatifs	ADJ	ADJ				0.05	0.05	0.05																									
abrogative		a.bʁɔ.ɡa.tiv	abrogative	ADJ	ADJ				0.05	0.05	0.05																									
abrogatives			abrogatives	ADJ	ADJ				0.05	0.05	0.05																									
abrogatoire		a.bʁɔ.ɡa.twaʁ	abrogatoire	ADJ	ADJ				0.05	0.05	0.05																									
abrogatoires			abrogatoires	ADJ	ADJ				0.05	0.05	0.05																									
abrogatrice		a.bʁɔ.ɡa.tʁis	abrogatrice	ADJ	ADJ				0.05	0.05	0.05																									
abrogatrices			abrogatrices	ADJ	ADJ				0.05	0.05	0.05																									
abrogeable		a.bʁɔ.ʒabl	abrogeable	ADJ	ADJ				0.05	0.05	0.05																									
abrogeables		a.bʁɔ.ʒabl	abrogeables	ADJ	ADJ				0.05	0.05	0.05																									
abrotone		a.bʁɔ.tɔn	abrotone	NOM	NOM	m			0.05	0.05	0.05																									
abrotones		a.bʁɔ.tɔn	abrotones	NOM	NOM				0.05	0.05	0.05																									
abrutissements			abrutissements	NOM	NOM	m			0.05	0.05	0.05																									
abrutissime		a.bʁy.ti.sim	abrutissime	ADJ	ADJ				0.05	0.05	0.05																									
abrutissimes		a.bʁy.ti.sim	abrutissimes	ADJ	ADJ				0.05	0.05	0.05																									
abruzzais		a.bʁy.zɛ	abruzzais	ADJ	ADJ				0.05	0.05	0.05																									
abruzzaise			abruzzaise	ADJ	ADJ				0.05	0.05	0.05																									
